drug_id,drug_name,disease_id,disease_name
D011732,Pyridoxal Phosphate,MESH:D004830,"Epilepsy, Tonic-Clonic"
D011732,Pyridoxal Phosphate,MESH:D007674,Kidney Diseases
D011732,Pyridoxal Phosphate,MESH:D012640,Seizures
D011732,Pyridoxal Phosphate,MESH:D015179,Colorectal Neoplasms
D011732,Pyridoxal Phosphate,MESH:D026681,Vitamin B 6 Deficiency
D014805,Vitamin B 12,MESH:C538556,Imerslund-Grasbeck syndrome
D014805,Vitamin B 12,MESH:D000380,Agranulocytosis
D014805,Vitamin B 12,MESH:D000544,Alzheimer Disease
D014805,Vitamin B 12,MESH:D000707,Anaphylaxis
D014805,Vitamin B 12,MESH:D000740,Anemia
D014805,Vitamin B 12,MESH:D000748,"Anemia, Macrocytic"
D014805,Vitamin B 12,MESH:D000749,"Anemia, Megaloblastic"
D014805,Vitamin B 12,MESH:D000752,"Anemia, Pernicious"
D014805,Vitamin B 12,MESH:D001044,Aphonia
D014805,Vitamin B 12,MESH:D001201,Ascites
D014805,Vitamin B 12,MESH:D001284,Atrophy
D014805,Vitamin B 12,MESH:D001321,Autistic Disorder
D014805,Vitamin B 12,MESH:D001791,Blood Platelet Disorders
D014805,Vitamin B 12,MESH:D001925,"Brain Damage, Chronic"
D014805,Vitamin B 12,MESH:D001928,"Brain Diseases, Metabolic"
D014805,Vitamin B 12,MESH:D001986,Bronchial Spasm
D014805,Vitamin B 12,MESH:D002279,"Carcinoma 256, Walker"
D014805,Vitamin B 12,MESH:D002386,Cataract
D014805,Vitamin B 12,MESH:D002446,Celiac Disease
D014805,Vitamin B 12,MESH:D002493,Central Nervous System Diseases
D014805,Vitamin B 12,MESH:D003072,Cognition Disorders
D014805,Vitamin B 12,MESH:D003161,Compartment Syndromes
D014805,Vitamin B 12,MESH:D003704,Dementia
D014805,Vitamin B 12,MESH:D003711,Demyelinating Diseases
D014805,Vitamin B 12,MESH:D003866,Depressive Disorder
D014805,Vitamin B 12,MESH:D003875,Drug Eruptions
D014805,Vitamin B 12,MESH:D003929,Diabetic Neuropathies
D014805,Vitamin B 12,MESH:D004244,Dizziness
D014805,Vitamin B 12,MESH:D004342,Drug Hypersensitivity
D014805,Vitamin B 12,MESH:D004417,Dyspnea
D014805,Vitamin B 12,MESH:D004827,Epilepsy
D014805,Vitamin B 12,MESH:D005128,Eye Diseases
D014805,Vitamin B 12,MESH:D005234,Fatty Liver
D014805,Vitamin B 12,MESH:D005235,"Fatty Liver, Alcoholic"
D014805,Vitamin B 12,MESH:D006261,Headache
D014805,Vitamin B 12,MESH:D006330,"Heart Defects, Congenital"
D014805,Vitamin B 12,MESH:D006331,Heart Diseases
D014805,Vitamin B 12,MESH:D006402,Hematologic Diseases
D014805,Vitamin B 12,MESH:D006463,Hemolytic-Uremic Syndrome
D014805,Vitamin B 12,MESH:D006712,Homocystinuria
D014805,Vitamin B 12,MESH:D007024,"Hypotension, Orthostatic"
D014805,Vitamin B 12,MESH:D008106,"Liver Cirrhosis, Experimental"
D014805,Vitamin B 12,MESH:D008107,Liver Diseases
D014805,Vitamin B 12,MESH:D008114,"Liver Neoplasms, Experimental"
D014805,Vitamin B 12,MESH:D008180,"Lupus Erythematosus, Systemic"
D014805,Vitamin B 12,MESH:D008661,"Metabolism, Inborn Errors"
D014805,Vitamin B 12,MESH:D009133,Muscular Atrophy
D014805,Vitamin B 12,MESH:D009188,"Myelitis, Transverse"
D014805,Vitamin B 12,MESH:D009203,Myocardial Infarction
D014805,Vitamin B 12,MESH:D009207,Myoclonus
D014805,Vitamin B 12,MESH:D009369,Neoplasms
D014805,Vitamin B 12,MESH:D009422,Nervous System Diseases
D014805,Vitamin B 12,MESH:D009461,Neurologic Manifestations
D014805,Vitamin B 12,MESH:D009902,Optic Neuritis
D014805,Vitamin B 12,MESH:D010146,Pain
D014805,Vitamin B 12,MESH:D010198,Pancytopenia
D014805,Vitamin B 12,MESH:D010523,Peripheral Nervous System Diseases
D014805,Vitamin B 12,MESH:D011115,Polyneuropathies
D014805,Vitamin B 12,MESH:D011602,Psychophysiologic Disorders
D014805,Vitamin B 12,MESH:D012393,Rosacea
D014805,Vitamin B 12,MESH:D012594,"Scleroderma, Localized"
D014805,Vitamin B 12,MESH:D012851,"Sinus Thrombosis, Intracranial"
D014805,Vitamin B 12,MESH:D013118,Spinal Cord Diseases
D014805,Vitamin B 12,MESH:D013182,"Sprue, Tropical"
D014805,Vitamin B 12,MESH:D013927,Thrombosis
D014805,Vitamin B 12,MESH:D014581,Urticaria
D014805,Vitamin B 12,MESH:D014786,Vision Disorders
D014805,Vitamin B 12,MESH:D014806,Vitamin B 12 Deficiency
D014805,Vitamin B 12,MESH:D016481,Helicobacter Infections
D014805,Vitamin B 12,MESH:D018908,Muscle Weakness
D014805,Vitamin B 12,MESH:D019965,Neurocognitive Disorders
D014805,Vitamin B 12,MESH:D020138,Hyperhomocysteinemia
D014805,Vitamin B 12,MESH:D020335,Paraparesis
D014805,Vitamin B 12,MESH:D020521,Stroke
D014805,Vitamin B 12,MESH:D023903,Coronary Restenosis
D014805,Vitamin B 12,MESH:D051437,Renal Insufficiency
D014805,Vitamin B 12,MESH:D052879,Subacute Combined Degeneration
D014805,Vitamin B 12,MESH:D054556,Venous Thromboembolism
D014805,Vitamin B 12,MESH:D056486,Chemical and Drug Induced Liver Injury
D014805,Vitamin B 12,MESH:D056784,Leukoencephalopathies
D014805,Vitamin B 12,MESH:D064420,Drug-Related Side Effects and Adverse Reactions
C030371,"5,6,7,8-tetrahydrofolic acid",MESH:D000855,Anorexia
C030371,"5,6,7,8-tetrahydrofolic acid",MESH:D003967,Diarrhea
C030371,"5,6,7,8-tetrahydrofolic acid",MESH:D007674,Kidney Diseases
C030371,"5,6,7,8-tetrahydrofolic acid",MESH:D007970,Leukopenia
D012436,S-Adenosylmethionine,MESH:D001321,Autistic Disorder
D012436,S-Adenosylmethionine,MESH:D001714,Bipolar Disorder
D012436,S-Adenosylmethionine,MESH:D002779,Cholestasis
D012436,S-Adenosylmethionine,MESH:D003072,Cognition Disorders
D012436,S-Adenosylmethionine,MESH:D003645,"Death, Sudden"
D012436,S-Adenosylmethionine,MESH:D003704,Dementia
D012436,S-Adenosylmethionine,MESH:D003711,Demyelinating Diseases
D012436,S-Adenosylmethionine,MESH:D003866,Depressive Disorder
D012436,S-Adenosylmethionine,MESH:D003924,"Diabetes Mellitus, Type 2"
D012436,S-Adenosylmethionine,MESH:D004409,"Dyskinesia, Drug-Induced"
D012436,S-Adenosylmethionine,MESH:D005494,Folic Acid Deficiency
D012436,S-Adenosylmethionine,MESH:D005705,Gallbladder Diseases
D012436,S-Adenosylmethionine,MESH:D006529,Hepatomegaly
D012436,S-Adenosylmethionine,MESH:D006948,Hyperkinesis
D012436,S-Adenosylmethionine,MESH:D007037,Hypothyroidism
D012436,S-Adenosylmethionine,MESH:D007565,Jaundice
D012436,S-Adenosylmethionine,MESH:D008103,Liver Cirrhosis
D012436,S-Adenosylmethionine,MESH:D008106,"Liver Cirrhosis, Experimental"
D012436,S-Adenosylmethionine,MESH:D008107,Liver Diseases
D012436,S-Adenosylmethionine,MESH:D008113,Liver Neoplasms
D012436,S-Adenosylmethionine,MESH:D008114,"Liver Neoplasms, Experimental"
D012436,S-Adenosylmethionine,MESH:D008661,"Metabolism, Inborn Errors"
D012436,S-Adenosylmethionine,MESH:D009078,Mucocele
D012436,S-Adenosylmethionine,MESH:D009127,Muscle Rigidity
D012436,S-Adenosylmethionine,MESH:D009336,Necrosis
D012436,S-Adenosylmethionine,MESH:D009410,Nerve Degeneration
D012436,S-Adenosylmethionine,MESH:D012559,Schizophrenia
D012436,S-Adenosylmethionine,MESH:D013118,Spinal Cord Diseases
D012436,S-Adenosylmethionine,MESH:D014202,Tremor
D012436,S-Adenosylmethionine,MESH:D014806,Vitamin B 12 Deficiency
D012436,S-Adenosylmethionine,MESH:D018476,Hypokinesia
D012436,S-Adenosylmethionine,MESH:D020335,Paraparesis
D012436,S-Adenosylmethionine,MESH:D051437,Renal Insufficiency
D012436,S-Adenosylmethionine,MESH:D056486,Chemical and Drug Induced Liver Injury
D019289,Pyruvic Acid,MESH:D006943,Hyperglycemia
D019289,Pyruvic Acid,MESH:D009135,Muscular Diseases
D019289,Pyruvic Acid,MESH:D009336,Necrosis
D019289,Pyruvic Acid,MESH:D028361,Mitochondrial Diseases
D001710,Biotin,MESH:C537658,"Basal ganglia disease, biotin-responsive"
D001710,Biotin,MESH:D006943,Hyperglycemia
D001710,Biotin,MESH:D007333,Insulin Resistance
D002794,Choline,MESH:D000647,Amnesia
D002794,Choline,MESH:D001321,Autistic Disorder
D002794,Choline,MESH:D002658,Developmental Disabilities
D002794,Choline,MESH:D003072,Cognition Disorders
D002794,Choline,MESH:D003866,Depressive Disorder
D002794,Choline,MESH:D004195,"Disease Models, Animal"
D002794,Choline,MESH:D005234,Fatty Liver
D002794,Choline,MESH:D005235,"Fatty Liver, Alcoholic"
D002794,Choline,MESH:D006505,Hepatitis
D002794,Choline,MESH:D006528,"Carcinoma, Hepatocellular"
D002794,Choline,MESH:D007249,Inflammation
D002794,Choline,MESH:D007859,Learning Disorders
D002794,Choline,MESH:D008103,Liver Cirrhosis
D002794,Choline,MESH:D008113,Liver Neoplasms
D002794,Choline,MESH:D008569,Memory Disorders
D002794,Choline,MESH:D009336,Necrosis
D002794,Choline,MESH:D010195,Pancreatitis
D002794,Choline,MESH:D013226,Status Epilepticus
D002794,Choline,MESH:D015431,Weight Loss
D002794,Choline,MESH:D016137,Spina Bifida Cystica
D002794,Choline,MESH:D052878,Urolithiasis
D002794,Choline,MESH:D056486,Chemical and Drug Induced Liver Injury
D002794,Choline,MESH:D065626,Non-alcoholic Fatty Liver Disease
D001205,Ascorbic Acid,MESH:C538011,Eales disease
D001205,Ascorbic Acid,MESH:D000647,Amnesia
D001205,Ascorbic Acid,MESH:D000740,Anemia
D001205,Ascorbic Acid,MESH:D000749,"Anemia, Megaloblastic"
D001205,Ascorbic Acid,MESH:D000756,"Anemia, Sideroblastic"
D001205,Ascorbic Acid,MESH:D001206,Ascorbic Acid Deficiency
D001205,Ascorbic Acid,MESH:D001424,Bacterial Infections
D001205,Ascorbic Acid,MESH:D001749,Urinary Bladder Neoplasms
D001205,Ascorbic Acid,MESH:D001766,Blindness
D001205,Ascorbic Acid,MESH:D001847,Bone Diseases
D001205,Ascorbic Acid,MESH:D001927,Brain Diseases
D001205,Ascorbic Acid,MESH:D001943,Breast Neoplasms
D001205,Ascorbic Acid,MESH:D002277,Carcinoma
D001205,Ascorbic Acid,MESH:D002318,Cardiovascular Diseases
D001205,Ascorbic Acid,MESH:D002375,Catalepsy
D001205,Ascorbic Acid,MESH:D002386,Cataract
D001205,Ascorbic Acid,MESH:D002471,"Cell Transformation, Neoplastic"
D001205,Ascorbic Acid,MESH:D002545,Brain Ischemia
D001205,Ascorbic Acid,MESH:D002607,Charcot-Marie-Tooth Disease
D001205,Ascorbic Acid,MESH:D002869,Chromosome Aberrations
D001205,Ascorbic Acid,MESH:D003139,Common Cold
D001205,Ascorbic Acid,MESH:D003327,Coronary Disease
D001205,Ascorbic Acid,MESH:D003681,Dehydration
D001205,Ascorbic Acid,MESH:D003924,"Diabetes Mellitus, Type 2"
D001205,Ascorbic Acid,MESH:D003928,Diabetic Nephropathies
D001205,Ascorbic Acid,MESH:D003930,Diabetic Retinopathy
D001205,Ascorbic Acid,MESH:D004890,Erythema
D001205,Ascorbic Acid,MESH:D005221,Fatigue
D001205,Ascorbic Acid,MESH:D005910,Glioma
D001205,Ascorbic Acid,MESH:D006029,Glycosuria
D001205,Ascorbic Acid,MESH:D006130,Growth Disorders
D001205,Ascorbic Acid,MESH:D006212,Hallucinations
D001205,Ascorbic Acid,MESH:D006330,"Heart Defects, Congenital"
D001205,Ascorbic Acid,MESH:D006528,"Carcinoma, Hepatocellular"
D001205,Ascorbic Acid,MESH:D006548,"Hernia, Diaphragmatic"
D001205,Ascorbic Acid,MESH:D006959,Hyperoxaluria
D001205,Ascorbic Acid,MESH:D006965,Hyperplasia
D001205,Ascorbic Acid,MESH:D006973,Hypertension
D001205,Ascorbic Acid,MESH:D006977,"Hypertension, Renal"
D001205,Ascorbic Acid,MESH:D007022,Hypotension
D001205,Ascorbic Acid,MESH:D007037,Hypothyroidism
D001205,Ascorbic Acid,MESH:D007153,Immunologic Deficiency Syndromes
D001205,Ascorbic Acid,MESH:D007249,Inflammation
D001205,Ascorbic Acid,MESH:D007674,Kidney Diseases
D001205,Ascorbic Acid,MESH:D007683,"Kidney Tubular Necrosis, Acute"
D001205,Ascorbic Acid,MESH:D007859,Learning Disorders
D001205,Ascorbic Acid,MESH:D007945,"Leukemia, Lymphoid"
D001205,Ascorbic Acid,MESH:D008103,Liver Cirrhosis
D001205,Ascorbic Acid,MESH:D008114,"Liver Neoplasms, Experimental"
D001205,Ascorbic Acid,MESH:D008171,Lung Diseases
D001205,Ascorbic Acid,MESH:D008175,Lung Neoplasms
D001205,Ascorbic Acid,MESH:D008630,Mercury Poisoning
D001205,Ascorbic Acid,MESH:D009120,Muscle Cramp
D001205,Ascorbic Acid,MESH:D009135,Muscular Diseases
D001205,Ascorbic Acid,MESH:D009202,Cardiomyopathies
D001205,Ascorbic Acid,MESH:D009203,Myocardial Infarction
D001205,Ascorbic Acid,MESH:D009325,Nausea
D001205,Ascorbic Acid,MESH:D009336,Necrosis
D001205,Ascorbic Acid,MESH:D009369,Neoplasms
D001205,Ascorbic Acid,MESH:D009374,"Neoplasms, Experimental"
D001205,Ascorbic Acid,MESH:D009395,"Nephritis, Interstitial"
D001205,Ascorbic Acid,MESH:D009410,Nerve Degeneration
D001205,Ascorbic Acid,MESH:D009422,Nervous System Diseases
D001205,Ascorbic Acid,MESH:D009765,Obesity
D001205,Ascorbic Acid,MESH:D009845,Oligospermia
D001205,Ascorbic Acid,MESH:D010149,"Pain, Postoperative"
D001205,Ascorbic Acid,MESH:D010190,Pancreatic Neoplasms
D001205,Ascorbic Acid,MESH:D010212,Papilloma
D001205,Ascorbic Acid,MESH:D011041,Poisoning
D001205,Ascorbic Acid,MESH:D011230,Precancerous Conditions
D001205,Ascorbic Acid,MESH:D011297,Prenatal Exposure Delayed Effects
D001205,Ascorbic Acid,MESH:D011471,Prostatic Neoplasms
D001205,Ascorbic Acid,MESH:D011507,Proteinuria
D001205,Ascorbic Acid,MESH:D011561,Pseudoxanthoma Elasticum
D001205,Ascorbic Acid,MESH:D011605,"Psychoses, Substance-Induced"
D001205,Ascorbic Acid,MESH:D011654,Pulmonary Edema
D001205,Ascorbic Acid,MESH:D011657,Pulmonary Eosinophilia
D001205,Ascorbic Acid,MESH:D011658,Pulmonary Fibrosis
D001205,Ascorbic Acid,MESH:D012174,Retinitis Pigmentosa
D001205,Ascorbic Acid,MESH:D012614,Scurvy
D001205,Ascorbic Acid,MESH:D012640,Seizures
D001205,Ascorbic Acid,MESH:D012871,Skin Diseases
D001205,Ascorbic Acid,MESH:D013226,Status Epilepticus
D001205,Ascorbic Acid,MESH:D013274,Stomach Neoplasms
D001205,Ascorbic Acid,MESH:D013276,Stomach Ulcer
D001205,Ascorbic Acid,MESH:D013375,Substance Withdrawal Syndrome
D001205,Ascorbic Acid,MESH:D013733,Testicular Diseases
D001205,Ascorbic Acid,MESH:D013921,Thrombocytopenia
D001205,Ascorbic Acid,MESH:D013927,Thrombosis
D001205,Ascorbic Acid,MESH:D015658,HIV Infections
D001205,Ascorbic Acid,MESH:D016491,Peripheral Vascular Diseases
D001205,Ascorbic Acid,MESH:D018376,Cardiovascular Abnormalities
D001205,Ascorbic Acid,MESH:D018450,Disease Progression
D001205,Ascorbic Acid,MESH:D018798,"Anemia, Iron-Deficiency"
D001205,Ascorbic Acid,MESH:D019446,Endotoxemia
D001205,Ascorbic Acid,MESH:D019636,Neurodegenerative Diseases
D001205,Ascorbic Acid,MESH:D020149,Manganese Poisoning
D001205,Ascorbic Acid,MESH:D020261,Arsenic Poisoning
D001205,Ascorbic Acid,MESH:D020264,"Lead Poisoning, Nervous System, Childhood"
D001205,Ascorbic Acid,MESH:D020521,Stroke
D001205,Ascorbic Acid,MESH:D020918,Complex Regional Pain Syndromes
D001205,Ascorbic Acid,MESH:D048629,"Micronuclei, Chromosome-Defective"
D001205,Ascorbic Acid,MESH:D051437,Renal Insufficiency
D001205,Ascorbic Acid,MESH:D053040,Nephrolithiasis
D001205,Ascorbic Acid,MESH:D055371,Acute Lung Injury
D001205,Ascorbic Acid,MESH:D056486,Chemical and Drug Induced Liver Injury
D001205,Ascorbic Acid,MESH:D058186,Acute Kidney Injury
D001205,Ascorbic Acid,MESH:D062787,Drug Overdose
D001205,Ascorbic Acid,MESH:D064420,Drug-Related Side Effects and Adverse Reactions
D001205,Ascorbic Acid,MESH:D066126,Cardiotoxicity
D013096,Spermine,MESH:D000740,Anemia
D013096,Spermine,MESH:D001930,Brain Injuries
D013096,Spermine,MESH:D002545,Brain Ischemia
D013096,Spermine,MESH:D006331,Heart Diseases
D013096,Spermine,MESH:D006948,Hyperkinesis
D013096,Spermine,MESH:D007859,Learning Disorders
D013096,Spermine,MESH:D008569,Memory Disorders
D013096,Spermine,MESH:D009336,Necrosis
D013096,Spermine,MESH:D009410,Nerve Degeneration
D013096,Spermine,MESH:D012640,Seizures
D013096,Spermine,MESH:D014202,Tremor
D017962,alpha-Linolenic Acid,MESH:D001930,Brain Injuries
D017962,alpha-Linolenic Acid,MESH:D003866,Depressive Disorder
D017962,alpha-Linolenic Acid,MESH:D007249,Inflammation
D017962,alpha-Linolenic Acid,MESH:D008569,Memory Disorders
D017962,alpha-Linolenic Acid,MESH:D009069,Movement Disorders
D017962,alpha-Linolenic Acid,MESH:D009422,Nervous System Diseases
D017962,alpha-Linolenic Acid,MESH:D014029,Tobacco Use Disorder
D017962,alpha-Linolenic Acid,MESH:D014652,Vascular Diseases
D017962,alpha-Linolenic Acid,MESH:D056486,Chemical and Drug Induced Liver Injury
D017962,alpha-Linolenic Acid,MESH:D062025,Organophosphate Poisoning
D017962,alpha-Linolenic Acid,MESH:D064420,Drug-Related Side Effects and Adverse Reactions
D008715,Methionine,MESH:D001259,Ataxia
D008715,Methionine,MESH:D001321,Autistic Disorder
D008715,Methionine,MESH:D002659,"Child Development Disorders, Pervasive"
D008715,Methionine,MESH:D003128,Coma
D008715,Methionine,MESH:D003711,Demyelinating Diseases
D008715,Methionine,MESH:D004195,"Disease Models, Animal"
D008715,Methionine,MESH:D005234,Fatty Liver
D008715,Methionine,MESH:D005235,"Fatty Liver, Alcoholic"
D008715,Methionine,MESH:D005327,Fetal Resorption
D008715,Methionine,MESH:D005910,Glioma
D008715,Methionine,MESH:D006332,Cardiomegaly
D008715,Methionine,MESH:D006501,Hepatic Encephalopathy
D008715,Methionine,MESH:D006505,Hepatitis
D008715,Methionine,MESH:D006528,"Carcinoma, Hepatocellular"
D008715,Methionine,MESH:D006529,Hepatomegaly
D008715,Methionine,MESH:D007249,Inflammation
D008715,Methionine,MESH:D007669,Kidney Calculi
D008715,Methionine,MESH:D007674,Kidney Diseases
D008715,Methionine,MESH:D007859,Learning Disorders
D008715,Methionine,MESH:D008103,Liver Cirrhosis
D008715,Methionine,MESH:D008106,"Liver Cirrhosis, Experimental"
D008715,Methionine,MESH:D008107,Liver Diseases
D008715,Methionine,MESH:D008569,Memory Disorders
D008715,Methionine,MESH:D008661,"Metabolism, Inborn Errors"
D008715,Methionine,MESH:D009336,Necrosis
D008715,Methionine,MESH:D011041,Poisoning
D008715,Methionine,MESH:D012559,Schizophrenia
D008715,Methionine,MESH:D012640,Seizures
D008715,Methionine,MESH:D013118,Spinal Cord Diseases
D008715,Methionine,MESH:D015431,Weight Loss
D008715,Methionine,MESH:D016136,Spina Bifida Occulta
D008715,Methionine,MESH:D019970,Cocaine-Related Disorders
D008715,Methionine,MESH:D020138,Hyperhomocysteinemia
D008715,Methionine,MESH:D020335,Paraparesis
D008715,Methionine,MESH:D034381,Hearing Loss
D008715,Methionine,MESH:D048629,"Micronuclei, Chromosome-Defective"
D008715,Methionine,MESH:D056486,Chemical and Drug Induced Liver Injury
D008715,Methionine,MESH:D065626,Non-alcoholic Fatty Liver Disease
D002117,Calcitriol,MESH:D000419,Albuminuria
D002117,Calcitriol,MESH:D000471,Alkalosis
D002117,Calcitriol,MESH:D000505,Alopecia
D002117,Calcitriol,MESH:D000740,Anemia
D002117,Calcitriol,MESH:D000783,Aneurysm
D002117,Calcitriol,MESH:D000799,Angioedema
D002117,Calcitriol,MESH:D001018,Aortic Diseases
D002117,Calcitriol,MESH:D001849,"Bone Diseases, Endocrine"
D002117,Calcitriol,MESH:D001851,"Bone Diseases, Metabolic"
D002117,Calcitriol,MESH:D001943,Breast Neoplasms
D002117,Calcitriol,MESH:D002114,Calcinosis
D002117,Calcitriol,MESH:D002128,Calcium Metabolism Disorders
D002117,Calcitriol,MESH:D002294,"Carcinoma, Squamous Cell"
D002117,Calcitriol,MESH:D003875,Drug Eruptions
D002117,Calcitriol,MESH:D003922,"Diabetes Mellitus, Type 1"
D002117,Calcitriol,MESH:D004681,"Encephalomyelitis, Autoimmune, Experimental"
D002117,Calcitriol,MESH:D005910,Glioma
D002117,Calcitriol,MESH:D005921,Glomerulonephritis
D002117,Calcitriol,MESH:D006073,Gout
D002117,Calcitriol,MESH:D006258,Head and Neck Neoplasms
D002117,Calcitriol,MESH:D006934,Hypercalcemia
D002117,Calcitriol,MESH:D006961,Hyperparathyroidism
D002117,Calcitriol,MESH:D006962,"Hyperparathyroidism, Secondary"
D002117,Calcitriol,MESH:D006965,Hyperplasia
D002117,Calcitriol,MESH:D006973,Hypertension
D002117,Calcitriol,MESH:D006996,Hypocalcemia
D002117,Calcitriol,MESH:D007011,Hypoparathyroidism
D002117,Calcitriol,MESH:D007247,"Infertility, Female"
D002117,Calcitriol,MESH:D007249,Inflammation
D002117,Calcitriol,MESH:D007669,Kidney Calculi
D002117,Calcitriol,MESH:D007676,"Kidney Failure, Chronic"
D002117,Calcitriol,MESH:D007938,Leukemia
D002117,Calcitriol,MESH:D007945,"Leukemia, Lymphoid"
D002117,Calcitriol,MESH:D008175,Lung Neoplasms
D002117,Calcitriol,MESH:D008223,Lymphoma
D002117,Calcitriol,MESH:D008228,"Lymphoma, Non-Hodgkin"
D002117,Calcitriol,MESH:D009069,Movement Disorders
D002117,Calcitriol,MESH:D009101,Multiple Myeloma
D002117,Calcitriol,MESH:D009212,Myoglobinuria
D002117,Calcitriol,MESH:D009374,"Neoplasms, Experimental"
D002117,Calcitriol,MESH:D009397,Nephrocalcinosis
D002117,Calcitriol,MESH:D010018,Osteomalacia
D002117,Calcitriol,MESH:D010049,Ovarian Diseases
D002117,Calcitriol,MESH:D010190,Pancreatic Neoplasms
D002117,Calcitriol,MESH:D010279,Parathyroid Diseases
D002117,Calcitriol,MESH:D010760,Phosphorus Metabolism Disorders
D002117,Calcitriol,MESH:D011041,Poisoning
D002117,Calcitriol,MESH:D011183,Postoperative Complications
D002117,Calcitriol,MESH:D011470,Prostatic Hyperplasia
D002117,Calcitriol,MESH:D011471,Prostatic Neoplasms
D002117,Calcitriol,MESH:D011547,Pseudohypoparathyroidism
D002117,Calcitriol,MESH:D011565,Psoriasis
D002117,Calcitriol,MESH:D011654,Pulmonary Edema
D002117,Calcitriol,MESH:D012019,Reflex Sympathetic Dystrophy
D002117,Calcitriol,MESH:D012080,Chronic Kidney Disease-Mineral and Bone Disorder
D002117,Calcitriol,MESH:D012141,Respiratory Tract Infections
D002117,Calcitriol,MESH:D012175,Retinoblastoma
D002117,Calcitriol,MESH:D012279,Rickets
D002117,Calcitriol,MESH:D012878,Skin Neoplasms
D002117,Calcitriol,MESH:D014511,Uremia
D002117,Calcitriol,MESH:D014591,Uterine Diseases
D002117,Calcitriol,MESH:D014808,Vitamin D Deficiency
D002117,Calcitriol,MESH:D015179,Colorectal Neoplasms
D002117,Calcitriol,MESH:D015431,Weight Loss
D002117,Calcitriol,MESH:D015470,"Leukemia, Myeloid, Acute"
D002117,Calcitriol,MESH:D015473,"Leukemia, Promyelocytic, Acute"
